"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"23563";3553;"";"";"Miernicza  25  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu";"inst.wewnêtrzna";"2015-11-17";"37790/15";"6721/15";"2015-12-21";2015;11;"2015-11-01";25;"2015_11";"Jesieñ";17,048371;51,1014849
"23564";3554;"";"";"Koœcielna  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego";"nowe";"2015-02-13";"4505/15";"6722/15";"2015-12-21";2015;2;"2015-02-01";222;"2015_02";"Zima";16,9807447;51,0642643
"23565";3555;"";"";"Komandorska  18 ";"obiekty kulturalne ogólnodostêpne";"odmowa";"zmiana spos.u¿ytk.";"2015-10-12";"33747/15";"6724/15";"2015-12-21";2015;10;"2015-10-01";51;"2015_10";"Jesieñ";17,0306452;51,0990473
"23566";3556;"";"";"  ";"bud.handlowo-uslugowe";"budowa budynku handlowo-us³ugowego";"nowe";"2015-08-21";"27676/15";"6725/15";"2015-12-21";2015;8;"2015-08-01";87;"2015_08";"Lato";17,0385376;51,1078852
"23567";3557;"";"";"Ziêbicka  40";"bud.handlowo-uslugowe";"umorzenie jako bezprzedmiotowe";"nowe";"2015-10-19";"34546/15";"6726/15";"2015-12-21";2015;10;"2015-10-01";46;"2015_10";"Jesieñ";17,0567786;51,080051
"23568";3558;"";"";"S³owiañska  17 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"remont";"2015-11-24";"38737/15";"6728/15";"2015-12-21";2015;11;"2015-11-01";20;"2015_11";"Jesieñ";17,041083;51,1234656
"23569";3559;"";"";"Olszewskiego Karola  80 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-11-30";"39345/15";"6730/15";"2015-12-21";2015;11;"2015-11-01";16;"2015_11";"Jesieñ";17,1035504;51,102384
"23570";3560;"";"";"Borowska 207 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"remont";"2014-11-05";"35849/14";"6731/15";"2015-12-21";2014;11;"2014-11-01";294;"2014_11";"Jesieñ";17,033679;51,078345
"23571";3561;"";"";"Pio³unowa  20 ";"bud.przemys³owe";"instalacja gazu dla budynku magazynowego";"inst.wewnêtrzna";"2015-12-02";"39716/15";"6732/15";"2015-12-21";2015;12;"2015-12-01";14;"2015_12";"Zima";16,8805017;51,1287227
"23572";3562;"";"";"Magellana Ferdynanda  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków wielorodzinnych";"nowe";"2015-10-12";"33790/15";"6733/15";"2015-12-21";2015;10;"2015-10-01";51;"2015_10";"Jesieñ";17,1216276;51,1116821
"23573";3563;"";"";"Pieniñska 4 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-11-04";"36451/15";"6735/15";"2015-12-21";2015;11;"2015-11-01";34;"2015_11";"Jesieñ";16,8909128;51,1503016
"23574";3564;"";"";"Igielna  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalno-us³ugowego";"nowe";"2015-07-15";"23348/15";"6738/15";"2015-12-21";2015;7;"2015-07-01";114;"2015_07";"Lato";17,0321469;51,1115111
"23575";3565;"";"";"Rakietowa  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii œredniego napiêcia wraz ze z³¹czem kablowym œredniego napiêcia";"nowe";"2015-11-06";"36869/15";"6739/15";"2015-12-21";2015;11;"2015-11-01";32;"2015_11";"Jesieñ";16,930316;51,0984269
"23576";3566;"";"";"Polo Marca  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego";"nowe";"2015-10-20";"34798/15";"6740/15";"2015-12-22";2015;10;"2015-10-01";46;"2015_10";"Jesieñ";17,1160196;51,1115561
"23577";3567;"";"";"Serbska  29 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2015-10-28";"35631/15";"6742/15";"2015-12-22";2015;10;"2015-10-01";40;"2015_10";"Jesieñ";17,017881;51,1369909
"23578";3568;"";"";"Kazimierza Jagielloñczyka  10  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu us³ugowego na lokal mieszkalny";"przebudowa";"2015-09-29";"32296/15";"6743/15";"2015-12-22";2015;9;"2015-09-01";61;"2015_09";"Jesieñ";17,0334079;51,1214351
"23579";3569;"";"";"Obornicka  ";"bud.o trzech i wiêcej mieszkaniach";"zespó³ trzech budynków mieszkalnych";"nowe";"2015-11-18";"38126/15";"6744/15";"2015-12-22";2015;11;"2015-11-01";25;"2015_11";"Jesieñ";17,0216138;51,1467355
"23580";3570;"";"";"£owiecka  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa rurociagu wody ch³odz¹cej";"nowe";"2015-11-06";"36829/15";"6746/15";"2015-12-22";2015;11;"2015-11-01";33;"2015_11";"Jesieñ";17,0272996;51,1244535
"23581";3571;"";"";"Wincentego Œw.  16 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2015-10-27";"35497/15";"6747/15";"2015-12-22";2015;10;"2015-10-01";41;"2015_10";"Jesieñ";17,0340879;51,1229117
"23582";3572;"";"";"Skargi Piotra Ks.  ";"bud.biurowe";"przebudowa pietra w budynku us³ugowo-biurowym";"przebudowa";"2015-11-16";"37744/15";"6748/15";"2015-12-22";2015;11;"2015-11-01";27;"2015_11";"Jesieñ";17,037967;51,1058065
"23583";3573;"";"";"¯eromskiego Stefana  52 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-12-01";"39537/15";"6754/15";"2015-12-22";2015;12;"2015-12-01";16;"2015_12";"Zima";17,0490833;51,1239717
"23584";3574;"";"";"Osiniecka  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa odcinka sieci wodociagowej";"nowe";"2015-06-16";"19587/15";"6756/15";"2015-12-22";2015;6;"2015-06-01";136;"2015_06";"Lato";16,8973346;51,1212832
"23585";3575;"";"";"Wyspiañskiego Stan.Wyb.  27 ";"bud.szkó³ i instytucji badawczych";"przebudowa pomieszczen politechniki";"remont";"2015-11-27";"39176/15";"6757/15";"2015-12-22";2015;11;"2015-11-01";18;"2015_11";"Jesieñ";17,0385376;51,1078852
"23586";3576;"";"";"Daliowa 4 ";"ulice i drogi pozosta³e";"budowa drogi wewnetrznej dla obs³ugi komunikacyjnej";"nowe";"2015-09-30";"32354/15";"6761/15";"2015-12-23";2015;9;"2015-09-01";61;"2015_09";"Jesieñ";17,114634;51,1691264
"23587";3577;"";"";"Sucha  ";"bud.biurowe";"budowa zespo³u budynków biurowo-us³ugowych";"nowe";"2015-09-22";"31453/15";"6762/15";"2015-12-23";2015;9;"2015-09-01";67;"2015_09";"Jesieñ";17,0371892;51,0970513
"23588";3578;"";"";"Trzebnicka  62 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2015-10-30";"35931/15";"6763/15";"2015-12-23";2015;10;"2015-10-01";39;"2015_10";"Jesieñ";17,036253;51,12788
"23589";3579;"";"";"Rdestowa  28 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkalnego jednorodzinnego w zabudowie wolno stoj¹cej";"przebudowa";"2015-12-21";"41779/15";"6765/15";"2015-12-23";2015;12;"2015-12-01";3;"2015_12";"Zima";16,885906;51,112246
"23590";3580;"";"";"Bednarska  18 ";"bud.o trzech i wiêcej mieszkaniach";"budowa os³ony œmietnikowej wraz z drog¹ dojazdow¹,miejscami parkingowymi,oœwietleniem terenu";"przebudowa";"2015-09-14";"30357/15";"6767/15";"2015-12-23";2015;9;"2015-09-01";73;"2015_09";"Jesieñ";16,95458;51,136446
"23591";3581;"";"";"Szewska  75/76 ";"bud.biurowe";"przebudowa piwnic i remont elementów stropu dziedziñca wewnêtrznego";"reklama";"2015-10-28";"35602/15";"6768/15";"2015-12-23";2015;10;"2015-10-01";41;"2015_10";"Jesieñ";17,0340984;51,1093793
"23592";3582;"";"";"Wiêckowskiego Stanis³awa  15  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-10-30";"36124/15";"6769/15";"2015-12-23";2015;10;"2015-10-01";39;"2015_10";"Jesieñ";17,053115;51,0987271
"23593";3583;"";"";"Tunelowa  ";"bud.niemieszkalne pozosta³e";"umorzenie";"inst.wewnêtrzna";"2015-11-06";"36887/15";"6770/15";"2015-12-23";2015;11;"2015-11-01";34;"2015_11";"Jesieñ";17,0647184;51,0632866
"23594";3584;"";"";"Antoniego Œw.  ";"ulice i drogi pozosta³e";"umorzenie";"przebudowa";"2015-11-30";"39368/15";"6771/15";"2015-12-23";2015;11;"2015-11-01";18;"2015_11";"Jesieñ";17,0252077;51,1092369
"23595";3585;"";"";"Wa³brzyska  28 ";"linie telekomunikacyjne dalek.zasiêgu";"monta¿ stacji bazowej telefonii komórkowej";"nowe";"2015-10-13";"34027/15";"6772/15";"2015-12-23";2015;10;"2015-10-01";52;"2015_10";"Jesieñ";16,9774949;51,064589
"23596";3586;"";"";"JeŸdziecka 4A ";"bud.handlowo-uslugowe";"budowa budynku us³ugoowo-apartamentowego z gara¿ami";"nowe";"2015-10-23";"35275/15";"6774/15";"2015-12-23";2015;10;"2015-10-01";44;"2015_10";"Jesieñ";16,9940948;51,0627791
"23597";3587;"";"";"Zwyciêska 18F ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"nowe";"2015-08-13";"26821/15";"6775/15";"2015-12-23";2015;8;"2015-08-01";95;"2015_08";"Lato";17,0119308;51,0572515
"23598";3588;"";"";"Grabiszyñska 307 ";"bud.o trzech i wiêcej mieszkaniach";"remont dachu i docieplenie elewacji frontowej i tylnej w budynku";"remont";"2015-10-28";"35640/15";"6776/15";"2015-12-23";2015;10;"2015-10-01";41;"2015_10";"Jesieñ";16,9775329;51,092892
"23599";3589;"";"";"Krasiñskiego Zygmunta  29 ";"linie elektroenergetyczne dalek.zasiêgu";"budowa kontenerowej stacji transformatorowej , linii kablowejk œredniego i niskiego napiêcia";"nowe";"2015-12-11";"40726/15";"6781/15";"2015-12-23";2015;12;"2015-12-01";9;"2015_12";"Zima";17,042564;51,105398
"23600";3590;"";"";"Pola Wincentego  42 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa i remont mieszkania";"przebudowa";"2015-10-23";"35234/15";"6785/15";"2015-12-23";2015;10;"2015-10-01";44;"2015_10";"Jesieñ";17,0423511;51,140914
"23601";3591;"";"";"Królewiecka  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa sieci wodoci¹gowej i kanalizacji sanitarnej w ulicy";"rozbudowa";"2015-10-30";"36126/15";"6786/15";"2015-12-23";2015;10;"2015-10-01";39;"2015_10";"Jesieñ";16,9304529;51,1488144
"23602";3592;"";"";"Ledóchowskiego Mieczys³awa Kard. 1  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-11-20";"38399/15";"6787/15";"2015-12-23";2015;11;"2015-11-01";24;"2015_11";"Jesieñ";17,0483686;51,1200537
"23603";3593;"";"";"Skarbowców  121  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu us³ugowego";"przebudowa";"2015-12-07";"40245/15";"6794/15";"2015-12-28";2015;12;"2015-12-01";16;"2015_12";"Zima";16,990462;51,0671879
"23604";3594;"";"";"Wincentego Œw.  25  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-11-30";"39269/15";"6799/15";"2015-12-28";2015;11;"2015-11-01";21;"2015_11";"Jesieñ";17,0342671;51,1226343
"23605";3595;"";"";"Traugutta Romualda Gen. 145 ";"bud.o trzech i wiêcej mieszkaniach";"remont balkonów w budynku wielorodzinnym";"remont";"2015-10-30";"35949/15";"6802/15";"2015-12-28";2015;10;"2015-10-01";42;"2015_10";"Jesieñ";17,0557433;51,0976588
"23606";3596;"";"";"Przestrzenna  39 ";"bud.o trzech i wiêcej mieszkaniach";"remont wraz  z termomodernizacj¹ elewacji budynku wielorodzinnego";"remont";"2015-10-19";"34643/15";"6803/15";"2015-12-28";2015;10;"2015-10-01";51;"2015_10";"Jesieñ";17,0411699;51,08882
"23607";3597;"";"";"Kurkowa  41  ";"bud.o trzech i wiêcej mieszkaniach";"remont i przebudowa lokalu mieszkalnego";"przebudowa";"2015-10-16";"34349/15";"6807/15";"2015-12-29";2015;10;"2015-10-01";53;"2015_10";"Jesieñ";17,0287867;51,1202077
"23608";3598;"";"";"Solny Plac  14 ";"bud.handlowo-uslugowe";"przebudowa pomieszczenia wraz z witryn¹-monta¿ bankomatu w lokalu placówki bankowej w budynku biurowym";"urz¹dzenie";"2015-11-12";"37331/15";"6810/15";"2015-12-29";2015;11;"2015-11-01";34;"2015_11";"Jesieñ";17,028963;51,109023
"23609";3599;"";"";"Bazyliowa  ";"bud.mieszkalne jednorodzinne";"budowa  czterech budynków mieszkalnych jednorodzinnych dwulokalowych w zabudowie szeregowej";"nowe";"2015-11-26";"38961/15";"6811/15";"2015-12-29";2015;11;"2015-11-01";24;"2015_11";"Jesieñ";17,0020369;51,174609
"23610";3600;"";"";"Borowska 194  ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2015-10-27";"35520/15";"6813/15";"2015-12-29";2015;10;"2015-10-01";46;"2015_10";"Jesieñ";17,033839;51,0766489
"23611";3601;"";"";"Kaczeñcowa 5 ";"bud.mieszkalne jednorodzinne";"zewnêtrzna instalacja gazu";"przy³¹cze";"2015-12-07";"40229/15";"6814/15";"2015-12-29";2015;12;"2015-12-01";17;"2015_12";"Zima";16,995631;51,1693689
"23612";3602;"";"";"Kazimierza Jagielloñczyka  24 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-11-20";"38460/15";"6817/15";"2015-12-29";2015;11;"2015-11-01";28;"2015_11";"Jesieñ";17,0354939;51,1216501
"23613";3603;"";"";"Bora-Komorowskiego T. Gen  ";"ruroci¹gi kanalizac.sieci rozdzielczej";"budowa i przebudowa sieci kanaliz.deszczowej wrej. hali zmywarek,bud. biurowego i bud.technicznego";"przebudowa";"2015-11-09";"36914/15";"6818/15";"2015-12-29";2015;11;"2015-11-01";37;"2015_11";"Jesieñ";17,1177696;51,1532128
"23614";3604;"";"";"Balonowa  ";"bud.handlowo-uslugowe";"budowa budynku uslugowego z apartamentami mieszkalnymi";"nowe";"2015-11-16";"37737/15";"6821/15";"2015-12-29";2015;11;"2015-11-01";32;"2015_11";"Jesieñ";16,9652757;51,1220183
"23615";3605;"";"";"Borowska  ";"bud.handlowo-uslugowe";"przebudowa lokalu na aptekê";"przebudowa";"2015-11-12";"37366/15";"6826/15";"2015-12-29";2015;11;"2015-11-01";34;"2015_11";"Jesieñ";17,0350367;51,0849971
"23616";3606;"";"";"Janowska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-10-29";"35896/15";"6828/15";"2015-12-30";2015;10;"2015-10-01";45;"2015_10";"Jesieñ";16,9069681;51,1878024
"23617";3607;"";"";"Milicka 2 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2015-10-29";"35870/15";"6831/15";"2015-12-30";2015;10;"2015-10-01";45;"2015_10";"Jesieñ";17,0303489;51,151311
"23618";3608;"";"";"Rynek  30 ";"bud.handlowo-uslugowe";"przebudowa wnêtrza restauracji";"przebudowa";"2015-10-15";"34218/15";"6833/15";"2015-12-30";2015;10;"2015-10-01";55;"2015_10";"Jesieñ";17,0331451;51,1093815
"23619";3609;"";"";"Tuwima Juliana  ";"bud.o dwóch mieszkaniach";"budowa budynku jednorodzinnego";"nowe";"2015-10-02";"32848/15";"6834/15";"2015-12-30";2015;10;"2015-10-01";64;"2015_10";"Jesieñ";17,0030539;51,0747468
"23620";3610;"";"";"Wierzbowa  30 ";"bud.biurowe";"przebudowa parteru pa³acu";"przebudowa";"2015-11-16";"37745/15";"6835/15";"2015-12-30";2015;11;"2015-11-01";33;"2015_11";"Jesieñ";17,0374528;51,1070477
"23621";3611;"";"";"Pereca Icchaka Lejba Plac 7 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu dla lokalu us³ugowego";"inst.wewnêtrzna";"2015-11-12";"37437/15";"6837/15";"2015-12-30";2015;11;"2015-11-01";35;"2015_11";"Jesieñ";17,007772;51,1002787
"23622";3612;"";"";"Bazyliowa  ";"bud.o dwóch mieszkaniach";"budowa trzech budynków mieszkalnych jednorodzinnych dwulokalowych w zabudowie szeregowej";"nowe";"2015-11-26";"38960/15";"6838/15";"2015-12-30";2015;11;"2015-11-01";25;"2015_11";"Jesieñ";17,0020369;51,174609
"23623";3613;"";"";"Boles³awa Krzywoustego 126 ";"bud.handlowo-uslugowe";"przebudowa lokalu gastronomicznego stp multifood w budynku centrum handlowo-us³ugowego korona";"przebudowa";"2015-11-18";"38136/15";"6840/15";"2015-12-30";2015;11;"2015-11-01";31;"2015_11";"Jesieñ";17,0874233;51,1418441
"23624";3614;"";"";"Malborska  12 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazowej w budynku jednorodzinnym";"inst.wewnêtrzna";"2015-11-06";"36820/15";"6841/15";"2015-12-30";2015;11;"2015-11-01";39;"2015_11";"Jesieñ";17,1299439;51,141109
"23625";3615;"";"";"Worcella Stanis³awa  15  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu i c.o.dla lokalu mieszkalnego";"inst.wewnêtrzna";"2015-11-20";"38405/15";"6843/15";"2015-12-31";2015;11;"2015-11-01";30;"2015_11";"Jesieñ";17,0448857;51,1038673
"23626";3616;"";"";"Bierutowska 71A ";"zbiorniki,silosy i bud.magazynowe";"instalacja zbiornika gazu p³ynnego wraz z dwoma zbiornikami dla potrzeb budynku";"nowe";"2015-12-08";"40309/15";"6844/15";"2015-12-31";2015;12;"2015-12-01";18;"2015_12";"Zima";17,137235;51,151514
"23627";3617;"";"";"Œlusarska  50 ";"bud.mieszkalne jednorodzinne";"umorzenie";"przebudowa";"2015-11-19";"38301/15";"6848/15";"2015-12-31";2015;11;"2015-11-01";31;"2015_11";"Jesieñ";16,983069;51,085439
"23628";3618;"";"";"Dmowskiego Romana  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego";"nowe";"2015-11-12";"37351/15";"6849/15";"2015-12-31";2015;11;"2015-11-01";36;"2015_11";"Jesieñ";17,0215688;51,1169497
"23629";3619;"";"";"Szpacza  28 ";"bud.mieszkalne jednorodzinne";"nadbudowa,rozbudowa i przebudowa budynku handlowo-us³ugowego";"rozbudowa";"2015-09-11";"30114/15";"6852/15";"2015-12-31";2015;9;"2015-09-01";80;"2015_09";"Jesieñ";17,0811329;51,134093
"23630";3620;"";"";"Przedwioœnie  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-12-21";"41865/15";"6855/15";"2015-12-31";2015;12;"2015-12-01";9;"2015_12";"Zima";17,1097224;51,164505
"23631";3621;"";"";"Kowieñska  ";"bud.mieszkalne jednorodzinne";"";"nowe";"2015-12-18";"41710/15";"6859/15";"2015-12-31";2015;12;"2015-12-01";10;"2015_12";"Zima";17,1330904;51,1415978
"23632";3622;"";"";"Kasprowicza Jana Aleja 65A ";"bud.o trzech i wiêcej mieszkaniach";"";"inst.wewnêtrzna";"2015-09-11";"30162/15";"6860/15";"2015-12-31";2015;9;"2015-09-01";80;"2015_09";"Jesieñ";17,0480687;51,1369641
"23633";3623;"";"";"Wroc³awczyka Micha³a  40 ";"bud.o trzech i wiêcej mieszkaniach";"";"remont";"2015-10-29";"35886/15";"6862/15";"2015-12-31";2015;10;"2015-10-01";46;"2015_10";"Jesieñ";17,0558272;51,1117093
"23634";1;"";"";"Kwiatkowskiego Eugeniusza 4 ";"bud.szkó³ i instytucji badawczych";"umorzenie";"nowe";"2015-12-18";"41635/15";"16-sty";"2016-01-04";2015;12;"2015-12-01";12;"2015_12";"Zima";16,9511077;51,0748522
"23635";2;"";"";"Krzemieniecka 60A ";"bud.biurowe";"przebudowa i remont czêœci budynku hali biurowej";"przebudowa";"2015-12-29";"42428/15";"16-lut";"2016-01-04";2015;12;"2015-12-01";5;"2015_12";"Zima";16,9602831;51,0956153
"23636";3;"";"";"Dobra  11 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"inst.wewnêtrzna";"2015-12-16";"41268/15";"16-mar";"2016-01-04";2015;12;"2015-12-01";14;"2015_12";"Zima";17,0150149;51,111565
"23637";4;"";"";"Powstañców Œl¹skich  82 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa budynku mieszkalno-us³ugowego i jego rozbudowa o czêœæ handlowo-mieszkaln¹";"rozbudowa";"2015-12-29";"42386/15";"16-kwi";"2016-01-04";2015;12;"2015-12-01";5;"2015_12";"Zima";17,022129;51,093945
"23638";5;"";"";"Swojczyce,AM-20";"bud.handlowo-uslugowe";"budowa budynku handlowego";"nowe";"2015-10-15";"34329/15";"16-cze";"2016-01-04";2015;10;"2015-10-01";58;"2015_10";"Jesieñ";17,0385376;51,1078852
"23639";6;"";"";"Swojczycka  ";"bud.handlowo-uslugowe";"budowa budynku handlowego";"nowe";"2015-10-15";"34330/15";"16-lip";"2016-01-04";2015;10;"2015-10-01";58;"2015_10";"Jesieñ";17,1224221;51,1135124
"23640";7;"";"";"¯migrodzka 249 ";"bud.handlowo-uslugowe";"rozbudowa hurtowni spozywczo -przemyslowej";"rozbudowa";"2015-10-20";"34699/15";"16-sie";"2016-01-04";2015;10;"2015-10-01";55;"2015_10";"Jesieñ";17,0294642;51,1605015
"23641";8;"";"";"Sienkiewicza Henryka 2 ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"przebudowa";"2015-10-20";"34805/15";"16-wrz";"2016-01-05";2015;10;"2015-10-01";56;"2015_10";"Jesieñ";17,0425992;51,1172749
"23642";9;"";"";"Bu³garska 3 ";"bud.o dwóch mieszkaniach";"budowa 2 budynków jednorodzinnych";"nowe";"2015-02-09";"3863/15";"16-paŸ";"2016-01-05";2015;2;"2015-02-01";237;"2015_02";"Zima";17,0274359;51,1353159
"23643";10;"";"";"Wyszyñskiego St. Kar. Bulwar  63 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji budynku wielorodzinnego";"remont";"2015-10-15";"34173/15";"16-lis";"2016-01-05";2015;10;"2015-10-01";59;"2015_10";"Jesieñ";17,0385376;51,1078852
"23644";11;"";"";"Smoluchowskiego Mariana  54 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-12-08";"40409/15";"16-gru";"2016-01-05";2015;12;"2015-12-01";21;"2015_12";"Zima";17,066868;51,1075639
"23645";12;"";"";"Krucza  64-66 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2015-04-28";"13437/15";"13/16";"2016-01-05";2015;4;"2015-04-01";181;"2015_04";"Wiosna";17,0095281;51,0933192
"23646";13;"";"";"Sygna³owa  74 ";"bud.mieszkalne jednorodzinne";"odmowa";"rozbudowa";"2015-09-24";"31700/15";"14/16";"2016-01-05";2015;9;"2015-09-01";74;"2015_09";"Jesieñ";17,0655158;51,0612842
"23647";14;"";"";"Mickiewicza Adama 107 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-12-08";"40378/15";"15/16";"2016-01-05";2015;12;"2015-12-01";21;"2015_12";"Zima";17,1051204;51,1130908
"23648";15;"";"";"Stalowa  57 ";"bud.o trzech i wiêcej mieszkaniach";"remont balkonów w budynku wielorodzinnym";"remont";"2015-11-05";"36766/15";"20/16";"2016-01-05";2015;11;"2015-11-01";44;"2015_11";"Jesieñ";17,002337;51,099061
"23649";16;"";"";"Braniborska  70 ";"bud.handlowo-uslugowe";"przebudowa 5 stanowiskowego budynku garazowego na lokal us³ugowy";"przebudowa";"2015-09-30";"32497/15";"21/16";"2016-01-05";2015;9;"2015-09-01";70;"2015_09";"Jesieñ";17,0083593;51,111654
"23650";17;"";"";"Wieruszowska  ";"ulice i drogi pozosta³e";"odmowa";"przebudowa";"2014-12-11";"39849/14";"24/16";"2016-01-05";2014;12;"2014-12-01";279;"2014_12";"Zima";16,9925324;51,1398294
"23651";18;"";"";"Krucza  15 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie elewacji budynku wielorodzinnego";"remont";"2015-11-12";"37354/15";"25/16";"2016-01-05";2015;11;"2015-11-01";39;"2015_11";"Jesieñ";17,0129719;51,094335
"23652";19;"";"";"Kowale,AM-6";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-11-05";"36761/15";"26/16";"2016-01-05";2015;11;"2015-11-01";44;"2015_11";"Jesieñ";17,0385376;51,1078852
"23653";20;"";"";"Lubiñska  28 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie budynku wielorodzinnego";"remont";"2015-12-16";"41364/15";"28/16";"2016-01-05";2015;12;"2015-12-01";15;"2015_12";"Zima";17,0047849;51,1170599
"23654";21;"";"";"Bora-Komorowskiego T. Gen  6B ";"zbiorniki,silosy i bud.magazynowe";"budowa hali magazynowej wraz z infrastruktur¹";"nowe";"2015-11-27";"39229/15";"31/16";"2016-01-05";2015;11;"2015-11-01";28;"2015_11";"Jesieñ";17,1193473;51,1569159
"23655";22;"";"";"Stalowowolska 9 ";"bud.o trzech i wiêcej mieszkaniach";"remont i docieplenie elewacji frontowej i tylnej w budynku mieszkalnym wielorodzinnym";"remont";"2015-12-10";"40648/15";"32/16";"2016-01-05";2015;12;"2015-12-01";19;"2015_12";"Zima";16,9991689;51,0924879
"23656";23;"";"";"Kruszwicka  10 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie œciany szczytowej i remont balkonów w budynku mieszkalnym wielorodzinnym";"remont";"2015-12-16";"41358/15";"35/16";"2016-01-05";2015;12;"2015-12-01";15;"2015_12";"Zima";17,0083409;51,1135899
"23657";24;"";"";"Diamentowa  15 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2015-10-06";"33138/15";"36/16";"2016-01-07";2015;10;"2015-10-01";68;"2015_10";"Jesieñ";17,021641;51,052282
"23658";25;"";"";"Strachociñska  52 ";"bud.mieszkalne jednorodzinne";"umorzenie w ca³oœci postepowania";"rozbudowa";"2015-10-08";"33402/15";"38/16";"2016-01-07";2015;10;"2015-10-01";66;"2015_10";"Jesieñ";17,139001;51,1093819
"23659";26;"";"";"Mydlana 2 ";"bud.przemys³owe";"przebudowa hal busów";"przebudowa";"2015-12-18";"41570/15";"39/16";"2016-01-07";2015;12;"2015-12-01";15;"2015_12";"Zima";17,1142297;51,1207413
"23660";27;"";"";"Pakos³awska  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-11-04";"36455/15";"40/16";"2016-01-07";2015;11;"2015-11-01";47;"2015_11";"Jesieñ";17,0330982;51,1530443
