"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"25501";1868;"Jorga 6";"";"Idzikowskiego Ludwika 22";"bud.o trzech i wiêcej mieszkaniach";"przebudowa cz.dachu na taras u¿ytkowy";"rozbudowa";"2016-06-03";"18308/16";"3549/16";"2016-07-18";2016;6;"2016-06-01";32;"2016_06";"Lato";16,9593259;51,1289655
"25502";1869;"Borycka Helena";"";"Reja Miko³aja 16";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego nr 1";"inst.wewnêtrzna";"2016-04-12";"11515/16";"3550/16";"2016-07-18";2016;4;"2016-04-01";70;"2016_04";"Wiosna";17,0575338;51,1150284
"25503";1870;"M³odzie¿owe Centrum Sportu Wroc³aw";"";"Na Niskich £¹kach 1-9 ";"bud.kultury fizycznej";"rewitalizacji terenu po by³ym k¹pielisku o³awka w zakresie przejœcia pieszego i przejazdu dla rowerzystów wpasie drogowym";"remont";"2016-06-15";"19786/16";"3551/16";"2016-07-18";2016;6;"2016-06-01";24;"2016_06";"Lato";17,060436;51,096669
"25504";1871;"Poneta Jan";"";"Niemcewicza Juliana Ursyna 30";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu oraz centralnego ogrzewania w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-06-28";"21269/16";"3557/16";"2016-07-19";2016;6;"2016-06-01";16;"2016_06";"Lato";17,038621;51,1222904
"25505";1872;"Wspólnota Mieszkaniowa";"";"Koœciuszki Tadeusza,AM-33,dz.nr 55/18  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"remont";"2016-06-07";"18504/16";"3559/16";"2016-07-19";2016;6;"2016-06-01";31;"2016_06";"Lato";17,0385376;51,1078852
"25506";1873;"Ziêba Ryszard";"";"Prusa Boles³awa 26";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-06-07";"18689/16";"3560/16";"2016-07-19";2016;6;"2016-06-01";31;"2016_06";"Lato";17,0438873;51,1195089
"25507";1874;"Wspólnota Mieszkaniowa";"";"Pauliñska 11 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu  c.o.i ciep³ej wody u¿ytkowej wraz z przebudow¹ pomieszczenia piwnicznego na wêze³ cieplny";"inst.wewnêtrzna";"2016-04-21";"12931/16";"3563/16";"2016-07-19";2016;4;"2016-04-01";64;"2016_04";"Wiosna";17,0343657;51,1202295
"25508";1875;"Skowroñski Micha³ Matczak Joanna";"";"Wysockiego Piotra 19 ";"bud.mieszkalne jednorodzinne";"umorzenie postêpowania";"przebudowa";"2016-03-09";"7506/16";"3567/16";"2016-07-19";2016;3;"2016-03-01";95;"2016_03";"Wiosna";17,0988299;51,1126205
"25509";1876;"Dudek Zygmunt";"";"Kar³owicza Mieczys³awa 49 ";"bud.gara¿y";"przebudowa gara¿u";"przebudowa";"2016-04-18";"12411/16";"3569/16";"2016-07-19";2016;4;"2016-04-01";67;"2016_04";"Wiosna";17,0880739;51,1228759
"25510";1877;"Karaœ Jan";"";"Prusa Boles³awa 50";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-06-24";"20975/16";"3570/16";"2016-07-19";2016;6;"2016-06-01";18;"2016_06";"Lato";17,046593;51,1199434
"25511";1878;"Ciepielowska Iwona";"";"Henryka Pobo¿nego 4A";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku mieszkalnym wielorodzinnym";"przebudowa";"2016-06-01";"17789/16";"3571/16";"2016-07-19";2016;6;"2016-06-01";35;"2016_06";"Lato";17,039877;51,1205949
"25512";1879;"Muzeum Wspó³czesne Wroc³aw";"";"Strzegomski Plac 2 ";"bud.muzeów i bibliotek";"przebudowa budynku muzeum";"przebudowa";"2016-05-12";"15412/16";"3572/16";"2016-07-19";2016;5;"2016-05-01";49;"2016_05";"Wiosna";17,0050883;51,1132367
"25513";1880;"Wrona Marcin Rudziñska Justyna";"";"Brzeska 23";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnêtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-05-23";"16773/16";"3573/16";"2016-07-19";2016;5;"2016-05-01";42;"2016_05";"Wiosna";17,052995;51,0963752
"25514";1881;"Wroc³awski Park Technologiczny";"";"Duñska 7 ";"bud.przemys³owe";"przebud.wewn.instalacji gazowej w lokalnym trigeneracyjnym wê¿le energetycznym w kompleksie budynków ""innopolis wroc³aw""";"inst.wewnêtrzna";"2016-07-12";"23326/16";"3574/16";"2016-07-19";2016;7;"2016-07-01";6;"2016_07";"Lato";16,973606;51,1108435
"25515";1882;"Chassis Brakes International Poland";"";"Bierutowska 91 ";"zbiorniki,silosy i bud.magazynowe";"budowa placu sk³adowego z hal¹ namiotow¹ dla obs³ugi istn zak³adu produkcji hamulców";"nowe";"2016-06-14";"19538/16";"3576/16";"2016-07-19";2016;6;"2016-06-01";26;"2016_06";"Lato";17,1465039;51,1581241
"25516";1883;"Pruœ Jerzy";"";"Zieliñskiego Tadeusza 45";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-05-24";"16843/16";"3577/16";"2016-07-19";2016;5;"2016-05-01";41;"2016_05";"Wiosna";17,0217712;51,0997067
"25517";1884;"B³a¿ewicz El¿bieta";"";"Brodzka 169 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkalnego jednorodzinnego";"przebudowa";"2016-05-31";"17572/16";"3579/16";"2016-07-19";2016;5;"2016-05-01";36;"2016_05";"Wiosna";16,907837;51,1753349
"25518";1885;"Samodzielny Publiczny Szpital Kliniczny Nr 1";"";"Curie-Sk³odowskiej Marii 58 ";"bud.szpitali i zak³.opieki medycznej";"budowa instalacji elektrycznej domofonowej i telewizji dozorowej oraz budowa przy³aczy dla zasilania szablonów na potrzeby budynków szpitala";"inst.wewnêtrzna";"2016-06-17";"20087/16";"3580/16";"2016-07-19";2016;6;"2016-06-01";23;"2016_06";"Lato";17,066168;51,1096718
"25519";1886;"Kruk Czes³awa";"";"Traugutta Romualda Gen. 95";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-05-16";"15691/16";"3581/16";"2016-07-19";2016;5;"2016-05-01";47;"2016_05";"Wiosna";17,052465;51,1012326
"25520";1887;"Wrzaskowska Alicja";"";"Skargi Piotra Ks. 22";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-06-29";"21536/16";"3582/16";"2016-07-19";2016;6;"2016-06-01";15;"2016_06";"Lato";17,0385075;51,1059573
"25521";1888;"Hermann Justyna";"";"Jednoœci Narodowej 181";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-06-29";"21537/16";"3583/16";"2016-07-19";2016;6;"2016-06-01";15;"2016_06";"Lato";17,049882;51,1269269
"25522";1889;"Bisek Adam";"";"Macieja Przyby³y 22,22A ";"bud.hoteli";"przebudowa hotelu";"przebudowa";"2016-07-18";"23921/16";"3584/16";"2016-07-19";2016;7;"2016-07-01";2;"2016_07";"Lato";16,9169839;51,1158726
"25523";1890;"Hamerska Zofia";"";"Piastowska 57 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej";"inst.wewnêtrzna";"2016-06-30";"21728/16";"3586/16";"2016-07-19";2016;6;"2016-06-01";14;"2016_06";"Lato";17,062516;51,1177779
"25524";1891;"Nowicka Anna";"";"Jerzmanowska 76 ";"bud.mieszkalne jednorodzinne";"monta¿ instalacji gazowej od szafki gazowej w ogrodzeniu do budynku oraz wewnêtrznej instalacji gazowej w budynku jednorodzinnym.";"inst.wewnêtrzna";"2016-05-25";"17120/16";"3587/16";"2016-07-19";2016;5;"2016-05-01";40;"2016_05";"Wiosna";16,8780429;51,1207159
"25525";1892;"Nahanowicz Renata";"";"Boles³awa Chrobrego 34";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej";"inst.wewnêtrzna";"2016-06-15";"19764/16";"3588/16";"2016-07-19";2016;6;"2016-06-01";25;"2016_06";"Lato";17,034204;51,123487
"25526";1893;"Gruza Jacek";"";"Potebni Andrzeja 28";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej";"inst.wewnêtrzna";"2016-06-23";"20834/16";"3590/16";"2016-07-19";2016;6;"2016-06-01";19;"2016_06";"Lato";17,1022194;51,1077947
"25527";1894;"Maniawska Katarzyna";"";"Wa³brzyska 7F";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego oraz wykonanie otworu okiennego w œcianie elewacji w budynku wielorodzinnym";"przebudowa";"2016-05-23";"16618/16";"3591/16";"2016-07-19";2016;5;"2016-05-01";42;"2016_05";"Wiosna";16,9834429;51,0626569
"25528";1895;"Makowska Hanna";"";"Kanadyjska 7A ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego oraz gara¿ wolno stoj¹cy-1 etap";"nowe";"2016-06-07";"18486/16";"3592/16";"2016-07-19";2016;6;"2016-06-01";31;"2016_06";"Lato";16,963843;51,1103649
"25529";1896;"SM Stoczniowiec";"";"G³ówna 86 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa gara¿u wielostanowiskowego w budynku mieszkalnym wielorodzinnym";"przebudowa";"2016-04-11";"11456/16";"3593/16";"2016-07-19";2016;4;"2016-04-01";72;"2016_04";"Wiosna";16,901322;51,1608979
"25530";1897;"Grabowska Katarzyna";"";"Zimowa 4";"bud.o dwóch mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i centralnego ogrzewania w lokalu mieszkalnym.";"inst.wewnêtrzna";"2016-05-23";"16694/16";"3594/16";"2016-07-19";2016;5;"2016-05-01";42;"2016_05";"Wiosna";17,002944;51,070273
"25531";1898;"Babakana Aneta";"";"Wyszyñskiego St. Kar. Bulwar 75";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym nr.5 w budynku mieszkalnym wielorodzinnym.";"inst.wewnêtrzna";"2016-06-06";"18346/16";"3595/16";"2016-07-19";2016;6;"2016-06-01";32;"2016_06";"Lato";17,0385376;51,1078852
"25532";1899;"Szaw³owska Marzena";"";"Pauliñska 18";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-07-01";"21931/16";"3596/16";"2016-07-19";2016;7;"2016-07-01";13;"2016_07";"Lato";17,0344051;51,120497
"25533";1900;"Nietrybiñski Adrian Ma³gorzata";"";"Stanis³awowska 89 ";"bud.mieszkalne jednorodzinne";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-04-27";"13655/16";"3597/16";"2016-07-19";2016;4;"2016-04-01";60;"2016_04";"Wiosna";16,9426855;51,0987558
"25534";1901;"3 M";"";"Kowalska 143 ";"ulice i drogi pozosta³e";"przebudowa zjazdów z drogi";"przebudowa";"2016-02-29";"6306/16";"3598/16";"2016-07-19";2016;2;"2016-02-01";102;"2016_02";"Zima";17,1146147;51,1268343
"25535";1902;"Wolski Tomasz";"";"Rac³awicka 105";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wraz ze zmian¹ sposobu u¿ytkowania lokalu us³ugowego na przychodniê zdrowia w budynku mieszkalnym wielorodzinnym";"zmiana spos.u¿ytk.";"2016-06-16";"20011/16";"3600/16";"2016-07-19";2016;6;"2016-06-01";24;"2016_06";"Lato";16,9923693;51,0795218
"25536";1903;"Es Industry";"";"Krakowska 104 ";"bud.przemys³owe";"przebudowa stropu w budynku produkcyjno-magazynowym";"przebudowa";"2016-05-30";"17380/16";"3602/16";"2016-07-19";2016;5;"2016-05-01";37;"2016_05";"Wiosna";17,066733;51,0891409
"25537";1904;"Zdyb Agata";"";"Krzycka 89A ";"bud.zbiorowego zamieszkania";"przebudowa lokalu us³ugowego k2u2/0  na lokal handlowo-gastronomiczny w budynku wielorodzinnym mieszkalno-us³ugowym";"przebudowa";"2016-06-30";"21725/16";"3603/16";"2016-07-19";2016;6;"2016-06-01";14;"2016_06";"Lato";16,9924342;51,0668897
"25538";1905;"Hoffman";"";"Jeleniogórska 67 ";"bud.mieszkalne jednorodzinne";"zabudowa tarasu istniej¹cego budynku jednorodzinnego.";"rozbudowa";"2016-06-01";"17877/16";"3611/16";"2016-07-20";2016;6;"2016-06-01";36;"2016_06";"Lato";16,882592;51,151706
"25539";1906;"Pulter Marta";"";"Osobowicka 140";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym.";"przebudowa";"2016-06-06";"18372/16";"3613/16";"2016-07-20";2016;6;"2016-06-01";33;"2016_06";"Lato";16,987108;51,1440599
"25540";1907;"Kopex Mariusz";"";"Witkowska 3";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2016-04-21";"12970/16";"3614/16";"2016-07-20";2016;4;"2016-04-01";65;"2016_04";"Wiosna";16,985301;51,147195
"25541";1908;"Chrzanowski Andrzej Józefa";"";"Plater Emilii 14";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej oraz przebudowa mieszkania w budynku mieszkalnym wielorodzinnym.";"inst.wewnêtrzna";"2016-04-28";"13681/16";"3616/16";"2016-07-20";2016;4;"2016-04-01";60;"2016_04";"Wiosna";17,1086523;51,1068926
"25542";1909;"Œmigiel £ukasz";"";"Jutrzenki,AM-23,dz.nr 18/4  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-05-30";"17433/16";"3617/16";"2016-07-20";2016;5;"2016-05-01";38;"2016_05";"Wiosna";17,0385376;51,1078852
"25543";1910;"Koma £¹czyñski Wac³aw Stanis³awa";"";"Stab³owicka 95 ";"bud.handlowo-uslugowe";"monta¿ instalacji gazu w budynku";"inst.wewnêtrzna";"2016-05-12";"15430/16";"3618/16";"2016-07-20";2016;5;"2016-05-01";50;"2016_05";"Wiosna";16,898065;51,1644249
"25544";1911;"Pecorino Investment";"";"Przelot,AM-44,dz.nr 16/3  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego z parkingiem podziemnym i zagospodarowanie terenu.";"nowe";"2016-04-22";"13074/16";"3620/16";"2016-07-20";2016;4;"2016-04-01";64;"2016_04";"Wiosna";17,0385376;51,1078852
"25545";1912;"Baran Kalinowska Ma³gorzata";"";"Kluczborska 13";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-06-16";"19855/16";"3622/16";"2016-07-20";2016;6;"2016-06-01";25;"2016_06";"Lato";17,045994;51,122569
"25546";1913;"Korbel Katarzyna";"";"Wilczkowska 10 ";"bud.mieszkalne jednorodzinne";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-05-25";"17206/16";"3623/16";"2016-07-20";2016;5;"2016-05-01";41;"2016_05";"Wiosna";17,1244556;51,1601397
"25547";1914;"Construction Education Services";"";"Drukarska,AM-36,dz.nr 25/2  ";"bud.szkó³ i instytucji badawczych";"budowa zespolu szkolno-przedszkolnego z zapleczem sporotowym";"nowe";"2016-06-23";"20939/16";"3626/16";"2016-07-20";2016;6;"2016-06-01";20;"2016_06";"Lato";17,0385376;51,1078852
"25548";1915;"Oœmia³owski Tomasz";"";"Kanadyjska 3A ";"bud.mieszkalne jednorodzinne";"budowa dwóch budynków mieszkalnych, jednorodzinnych, wolnostoj¹cych, z wy³¹czeniem przy³¹czy:wody,kanalizacji sanitarnej,gazu,z³¹cza kablowego.";"nowe";"2016-03-31";"10083/16";"3627/16";"2016-07-20";2016;3;"2016-03-01";80;"2016_03";"Wiosna";16,96358;51,111075
"25549";1916;"Bank Polska Kasa Opieki";"";"Ruska 51A ";"bud.handlowo-uslugowe";"przebudowa budynku banku";"przebudowa";"2015-09-14";"30323/15";"3628/16";"2016-07-20";2015;9;"2015-09-01";223;"2015_09";"Jesieñ";17,0256699;51,1100689
"25550";1917;"Fabian Ewa";"";"Skrajna 8";"bud.o trzech i wiêcej mieszkaniach";"monta¿ instalacji gazowej";"inst.wewnêtrzna";"2016-06-01";"17810/16";"3629/16";"2016-07-20";2016;6;"2016-06-01";36;"2016_06";"Lato";16,9889183;51,0646945
"25551";1918;"Kamiñska Kazimiera";"";"Jaracza Stefana 10";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-05-25";"17075/16";"3630/16";"2016-07-20";2016;5;"2016-05-01";41;"2016_05";"Wiosna";17,0543884;51,1221473
"25552";1919;"Dolnoœl¹skie Centrum Chorób P³uc We Wroc³awiu";"";"Grabiszyñska 105 ";"bud.szpitali i zak³.opieki medycznej";"remont i przebudowa drugiego pietra w budynku centrum chorób p³uc";"przebudowa";"2016-06-28";"21476/16";"3631/16";"2016-07-20";2016;6;"2016-06-01";17;"2016_06";"Lato";17,005366;51,1014289
"25553";1920;"Wojtysiak Krzysztof Tamara";"";"Mêciñskiego Wojciecha 22 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku jednorodzinnego";"rozbudowa";"2016-05-27";"17306/16";"3632/16";"2016-07-20";2016;5;"2016-05-01";39;"2016_05";"Wiosna";16,988502;51,0879133
"25554";1921;"BTG";"";"O³awska 27-29 ";"bud.handlowo-uslugowe";"umorzenie postêpowania";"przebudowa";"2016-04-08";"11192/16";"3633/16";"2016-07-20";2016;4;"2016-04-01";74;"2016_04";"Wiosna";17,0363529;51,1081049
"25555";1922;"Dolnoœl¹ski Inkubator Przedsiêbiorczoœci i Arbitra¿u";"";"Wyœcigowa 56B ";"bud.biurowe";"budowa budynku biurowo-us³ugowego";"nowe";"2016-05-31";"17737/16";"3634/16";"2016-07-20";2016;5;"2016-05-01";37;"2016_05";"Wiosna";17,007841;51,065143
"25556";1923;"Matysiak Katarzyna";"";"Sienkiewicza Henryka 111";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-07-05";"22337/16";"3635/16";"2016-07-20";2016;7;"2016-07-01";12;"2016_07";"Lato";17,0639658;51,1153675
"25557";1924;"ZZK";"";"Lotnicza 22 ";"";"zagospodarowanie terenu";"";"2016-05-30";"17443/16";"3636/16";"2016-07-20";2016;5;"2016-05-01";38;"2016_05";"Wiosna";16,9715586;51,1291827
"25558";1925;"Fortum PHP";"";"Jaworowa Aleja,Am-5,dz.nr 105/1  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"przebudowa odcinków osiedlowych sieci ciep³owniczych wrejonie ulic";"przebudowa";"2016-05-20";"16523/16";"3637/16";"2016-07-20";2016;5;"2016-05-01";44;"2016_05";"Wiosna";17,0385376;51,1078852
"25559";1926;"Miluszewska Lach Beata";"";"Curie-Sk³odowskiej Marii 38";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-07-04";"22100/16";"3640/16";"2016-07-20";2016;7;"2016-07-01";13;"2016_07";"Lato";17,0626895;51,110716
"25560";1927;"Rurarz Urszula";"";"Jerzmanowska 132 ";"bud.mieszkalne jednorodzinne";"monta¿ instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2016-06-10";"19085/16";"3641/16";"2016-07-20";2016;6;"2016-06-01";29;"2016_06";"Lato";16,863552;51,120464
"25561";1928;"Danielski Jakub";"";"Sernicka 22";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-05-19";"16367/16";"3642/16";"2016-07-20";2016;5;"2016-05-01";45;"2016_05";"Wiosna";17,0493169;51,0891529
"25562";1929;"Koliñska Halina";"";"Przybyszewskiego Stanis³awa 38";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"inst.wewnêtrzna";"2016-05-09";"14882/16";"3644/16";"2016-07-20";2016;5;"2016-05-01";53;"2016_05";"Wiosna";17,0602632;51,1372745
"25563";1930;"Ró¿ecki Patryk";"";"Nasturcjowa 12";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-06-07";"18492/16";"3646/16";"2016-07-20";2016;6;"2016-06-01";32;"2016_06";"Lato";16,9763069;51,0938929
"25564";1931;"Zarycki Jacek";"";"Rostafiñskiego Józefa 16";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-06-28";"21320/16";"3647/16";"2016-07-20";2016;6;"2016-06-01";17;"2016_06";"Lato";17,0336272;51,1200597
"25565";1932;"Elin Pb";"";"Bema Józefa Gen. 5A ";"linie elektroener.i telekom.rozdzielcz.";"odmowa";"przebudowa";"2016-06-03";"18279/16";"3648/16";"2016-07-20";2016;6;"2016-06-01";34;"2016_06";"Lato";17,0429664;51,1178841
"25566";1933;"Przygoda Schabowicz Wioletta";"";"Pilnikarska 17 ";"bud.mieszkalne jednorodzinne";"rozbudowa i nadbudowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"rozbudowa";"2016-06-27";"21122/16";"3650/16";"2016-07-20";2016;6;"2016-06-01";18;"2016_06";"Lato";16,987634;51,084272
"25567";1934;"ZIM";"";"Haukego-Bosaka Józefa Gen. 33-37 ";"bud.szkó³ i instytucji badawczych";"rozbudowa zespo³u szkó³";"rozbudowa";"2016-05-24";"16829/16";"3654/16";"2016-07-21";2016;5;"2016-05-01";43;"2016_05";"Wiosna";17,047264;51,1040596
"25568";1935;"Kasprzak Dariusz Urszula";"";"Przemkowska 26 ";"zbiorniki,silosy i bud.magazynowe";"umorzenie";"rozbudowa";"2015-04-17";"12092/15";"3657/16";"2016-07-21";2015;4;"2015-04-01";330;"2015_04";"Wiosna";16,978754;51,109984
"25569";1936;"¯midziñska Magdalena";"";"¯ywiecka 10A ";"bud.mieszkalne jednorodzinne";"montaz wewnêtrznej instalacji gazu w ogrodzeniu do budynku i wewnetrznej  instalacji gazu w budynku jednorodzinnym";"inst.wewnêtrzna";"2016-06-09";"18913/16";"3659/16";"2016-07-21";2016;6;"2016-06-01";31;"2016_06";"Lato";16,8903112;51,1336735
"25570";1937;"Dymczak Edward";"";"Jednoœci Narodowej 177";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-06-22";"20573/16";"3661/16";"2016-07-21";2016;6;"2016-06-01";22;"2016_06";"Lato";17,049529;51,126759
"25571";1938;"Andrzjczak Jolanta";"";"Lniana 15";"bud.o trzech i wiêcej mieszkaniach";"montaz wewêtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2016-06-24";"21003/16";"3662/16";"2016-07-21";2016;6;"2016-06-01";20;"2016_06";"Lato";17,0434698;51,0899298
"25572";1939;"Kujawiñski Andrzej";"";"Gimnazjalna 20";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku jednorodzinnym";"inst.wewnêtrzna";"2016-06-08";"18788/16";"3663/16";"2016-07-21";2016;6;"2016-06-01";32;"2016_06";"Lato";17,071752;51,153132
"25573";1940;"Wspólnota Mieszkaniowa";"";"Boles³awa Chrobrego 35 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji frontowej i podwórzowej wraz z dociepleniem budynku mieszkalnego wielorodzinnego";"remont";"2016-06-30";"21686/16";"3665/16";"2016-07-21";2016;6;"2016-06-01";16;"2016_06";"Lato";17,034695;51,1236339
"25574";1941;"Siódemka Taurus";"";"Zagajnikowa 49 ";"bud.o dwóch mieszkaniach";"budowa budynku mieszkalnego dwulokalowego";"nowe";"2016-05-05";"14350/16";"3668/16";"2016-07-21";2016;5;"2016-05-01";56;"2016_05";"Wiosna";17,0385376;51,1078852
"25575";1942;"Cte Familia";"";"Na³êczowska, AM-8,dz.nr 67  ";"bud.mieszkalne jednorodzinne";"budowa zespo³u budynków jednorodzinnych";"nowe";"2016-06-03";"18141/16";"3669/16";"2016-07-21";2016;6;"2016-06-01";35;"2016_06";"Lato";17,0385376;51,1078852
"25576";1943;"Perydot Pb Budotex";"";"Wyœcigowa 56G ";"bud.biurowe";"przebudowa biura";"przebudowa";"2016-06-29";"21531/16";"3670/16";"2016-07-21";2016;6;"2016-06-01";17;"2016_06";"Lato";17,007516;51,0658709
"25577";1944;"Cte Familia";"";"Radzyñska,AM-8,dz.nr 65  ";"bud.o dwóch mieszkaniach";"budowa 2 budynków jednorodzinnych";"nowe";"2016-06-17";"20094/16";"3672/16";"2016-07-21";2016;6;"2016-06-01";25;"2016_06";"Lato";17,0385376;51,1078852
"25578";1945;"Reiner Jacek El¿bieta";"";"Malczewskiego Jacka,AM-9,dz.nr 50/13 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-06-16";"19864/16";"3673/16";"2016-07-21";2016;6;"2016-06-01";26;"2016_06";"Lato";17,0385376;51,1078852
"25579";1946;"Karcher";"";"Ostrowskiego Aleksandra 13D ";"bud.handlowo-uslugowe";"rozbudowa  wentylacji mechanicznej";"remont";"2016-06-07";"18722/16";"3674/16";"2016-07-21";2016;6;"2016-06-01";33;"2016_06";"Lato";16,9739955;51,0953935
"25580";1947;"Piaskowy Edward";"";"Grudzi¹dzka 71";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-06-03";"18247/16";"3675/16";"2016-07-21";2016;6;"2016-06-01";35;"2016_06";"Lato";17,0743559;51,136724
"25581";1948;"Nowak Adam";"";"Mongolski Plac 4 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-06-13";"19330/16";"3676/16";"2016-07-21";2016;6;"2016-06-01";29;"2016_06";"Lato";17,0818139;51,060325
"25582";1949;"Wyrembska Krystyna";"";"Lisia 5 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-06-07";"18490/16";"3678/16";"2016-07-21";2016;6;"2016-06-01";33;"2016_06";"Lato";17,092195;51,0484129
"25583";1950;"Majecki Józef";"";"Swojczycka 136 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2016-05-19";"16221/16";"3683/16";"2016-07-22";2016;5;"2016-05-01";47;"2016_05";"Wiosna";17,131411;51,1144729
